af-ZA-AdriNeural | af-ZA | Female
en-ZA-LeahNeural | en-ZA | Female
en-ZA-LukeNeural | en-ZA | Male
en-TZ-ElimuNeural | en-TZ | Male
en-TZ-ImaniNeural | en-TZ | Female
en-GB-LibbyNeural | en-GB | Female
en-GB-MaisieNeural | en-GB | Female
en-GB-RyanNeural | en-GB | Male
en-GB-SoniaNeural | en-GB | Female
en-GB-ThomasNeural | en-GB | Male
en-US-AnaNeural | en-US | Female
en-US-AndrewMultilingualNeural | en-US | Male
en-US-AriaNeural | en-US | Female
en-US-AvaMultilingualNeural | en-US | Female
en-US-BrianMultilingualNeural | en-US | Male
en-US-ChristopherNeural | en-US | Male
en-US-EmmaMultilingualNeural | en-US | Female
en-US-EricNeural | en-US | Male
en-US-GuyNeural | en-US | Male
en-US-JennyNeural | en-US | Female
en-US-MichelleNeural | en-US | Female
en-US-RogerNeural | en-US | Male
en-US-SteffanNeural | en-US | Male
et-EE-AnuNeural | et-EE | Female
et-EE-KertNeural | et-EE | Male
fil-PH-AngeloNeural | fil-PH | Male
fil-PH-BlessicaNeural | fil-PH | Female
fi-FI-HarriNeural | fi-FI | Male
fi-FI-NooraNeural | fi-FI | Female
fr-BE-CharlineNeural | fr-BE | Female
fr-BE-GerardNeural | fr-BE | Male
fr-CA-ThierryNeural | fr-CA | Male
fr-CA-AntoineNeural | fr-CA | Male
fr-CA-JeanNeural | fr-CA | Male
fr-CA-SylvieNeural | fr-CA | Female
fr-FR-VivienneMultilingualNeural | fr-FR | Female
fr-FR-RemyMultilingualNeural | fr-FR | Male
fr-FR-DeniseNeural | fr-FR | Female
fr-FR-EloiseNeural | fr-FR | Female
fr-FR-HenriNeural | fr-FR | Male
fr-CH-ArianeNeural | fr-CH | Female
fr-CH-FabriceNeural | fr-CH | Male
gl-ES-RoiNeural | gl-ES | Male
gl-ES-SabelaNeural | gl-ES | Female
ka-GE-EkaNeural | ka-GE | Female
ka-GE-GiorgiNeural | ka-GE | Male
de-AT-IngridNeural | de-AT | Female
de-AT-JonasNeural | de-AT | Male
de-DE-SeraphinaMultilingualNeural | de-DE | Female
de-DE-FlorianMultilingualNeural | de-DE | Male
de-DE-AmalaNeural | de-DE | Female
de-DE-ConradNeural | de-DE | Male
de-DE-KatjaNeural | de-DE | Female
de-DE-KillianNeural | de-DE | Male
de-CH-JanNeural | de-CH | Male
de-CH-LeniNeural | de-CH | Female
el-GR-AthinaNeural | el-GR | Female
el-GR-NestorasNeural | el-GR | Male
gu-IN-DhwaniNeural | gu-IN | Female
gu-IN-NiranjanNeural | gu-IN | Male
he-IL-AvriNeural | he-IL | Male
he-IL-HilaNeural | he-IL | Female
hi-IN-MadhurNeural | hi-IN | Male
hi-IN-SwaraNeural | hi-IN | Female
hu-HU-NoemiNeural | hu-HU | Female
hu-HU-TamasNeural | hu-HU | Male
is-IS-GudrunNeural | is-IS | Female
is-IS-GunnarNeural | is-IS | Male
id-ID-ArdiNeural | id-ID | Male
id-ID-GadisNeural | id-ID | Female
iu-Latn-CA-SiqiniqNeural | iu-Latn-CA | Female
iu-Latn-CA-TaqqiqNeural | iu-Latn-CA | Male
iu-Cans-CA-SiqiniqNeural | iu-Cans-CA | Female
iu-Cans-CA-TaqqiqNeural | iu-Cans-CA | Male
ga-IE-ColmNeural | ga-IE | Male
ga-IE-OrlaNeural | ga-IE | Female
it-IT-GiuseppeMultilingualNeural | it-IT | Male
it-IT-DiegoNeural | it-IT | Male
it-IT-ElsaNeural | it-IT | Female
it-IT-IsabellaNeural | it-IT | Female
ja-JP-KeitaNeural | ja-JP | Male
ja-JP-NanamiNeural | ja-JP | Female
jv-ID-DimasNeural | jv-ID | Male
jv-ID-SitiNeural | jv-ID | Female
kn-IN-GaganNeural | kn-IN | Male
kn-IN-SapnaNeural | kn-IN | Female
kk-KZ-AigulNeural | kk-KZ | Female
kk-KZ-DauletNeural | kk-KZ | Male
km-KH-PisethNeural | km-KH | Male
km-KH-SreymomNeural | km-KH | Female
ko-KR-HyunsuMultilingualNeural | ko-KR | Male
ko-KR-InJoonNeural | ko-KR | Male
ko-KR-SunHiNeural | ko-KR | Female
lo-LA-ChanthavongNeural | lo-LA | Male
lo-LA-KeomanyNeural | lo-LA | Female
lv-LV-EveritaNeural | lv-LV | Female
lv-LV-NilsNeural | lv-LV | Male
lt-LT-LeonasNeural | lt-LT | Male
lt-LT-OnaNeural | lt-LT | Female
mk-MK-AleksandarNeural | mk-MK | Male
mk-MK-MarijaNeural | mk-MK | Female
ms-MY-OsmanNeural | ms-MY | Male
ms-MY-YasminNeural | ms-MY | Female
ml-IN-MidhunNeural | ml-IN | Male
ml-IN-SobhanaNeural | ml-IN | Female
mt-MT-GraceNeural | mt-MT | Female
mt-MT-JosephNeural | mt-MT | Male
mr-IN-AarohiNeural | mr-IN | Female
mr-IN-ManoharNeural | mr-IN | Male
mn-MN-BataaNeural | mn-MN | Male
mn-MN-YesuiNeural | mn-MN | Female
ne-NP-HemkalaNeural | ne-NP | Female
ne-NP-SagarNeural | ne-NP | Male
nb-NO-FinnNeural | nb-NO | Male
nb-NO-PernilleNeural | nb-NO | Female
ps-AF-GulNawazNeural | ps-AF | Male
ps-AF-LatifaNeural | ps-AF | Female
fa-IR-DilaraNeural | fa-IR | Female
fa-IR-FaridNeural | fa-IR | Male
pl-PL-MarekNeural | pl-PL | Male
pl-PL-ZofiaNeural | pl-PL | Female
pt-BR-ThalitaMultilingualNeural | pt-BR | Female
pt-BR-AntonioNeural | pt-BR | Male
pt-BR-FranciscaNeural | pt-BR | Female
pt-PT-DuarteNeural | pt-PT | Male
pt-PT-RaquelNeural | pt-PT | Female
ro-RO-AlinaNeural | ro-RO | Female
ro-RO-EmilNeural | ro-RO | Male
ru-RU-DmitryNeural | ru-RU | Male
ru-RU-SvetlanaNeural | ru-RU | Female
sr-RS-NicholasNeural | sr-RS | Male
sr-RS-SophieNeural | sr-RS | Female
si-LK-SameeraNeural | si-LK | Male
si-LK-ThiliniNeural | si-LK | Female
sk-SK-LukasNeural | sk-SK | Male
sk-SK-ViktoriaNeural | sk-SK | Female
sl-SI-PetraNeural | sl-SI | Female
sl-SI-RokNeural | sl-SI | Male
so-SO-MuuseNeural | so-SO | Male
so-SO-UbaxNeural | so-SO | Female
es-AR-ElenaNeural | es-AR | Female
es-AR-TomasNeural | es-AR | Male
es-BO-MarceloNeural | es-BO | Male
es-BO-SofiaNeural | es-BO | Female
es-CL-CatalinaNeural | es-CL | Female
es-CL-LorenzoNeural | es-CL | Male
es-CO-GonzaloNeural | es-CO | Male
es-CO-SalomeNeural | es-CO | Female
es-ES-XimenaNeural | es-ES | Female
es-CR-JuanNeural | es-CR | Male
es-CR-MariaNeural | es-CR | Female
es-CU-BelkysNeural | es-CU | Female
es-CU-ManuelNeural | es-CU | Male
es-DO-EmilioNeural | es-DO | Male
es-DO-RamonaNeural | es-DO | Female
es-EC-AndreaNeural | es-EC | Female
es-EC-LuisNeural | es-EC | Male
es-SV-LorenaNeural | es-SV | Female
es-SV-RodrigoNeural | es-SV | Male
es-GQ-JavierNeural | es-GQ | Male
es-GQ-TeresaNeural | es-GQ | Female
es-GT-AndresNeural | es-GT | Male
es-GT-MartaNeural | es-GT | Female
es-HN-CarlosNeural | es-HN | Male
es-HN-KarlaNeural | es-HN | Female
es-MX-DaliaNeural | es-MX | Female
es-MX-JorgeNeural | es-MX | Male
es-NI-FedericoNeural | es-NI | Male
es-NI-YolandaNeural | es-NI | Female
es-PA-MargaritaNeural | es-PA | Female
es-PA-RobertoNeural | es-PA | Male
es-PY-MarioNeural | es-PY | Male
es-PY-TaniaNeural | es-PY | Female
es-PE-AlexNeural | es-PE | Male
es-PE-CamilaNeural | es-PE | Female
es-PR-KarinaNeural | es-PR | Female
es-PR-VictorNeural | es-PR | Male
es-ES-AlvaroNeural | es-ES | Male
es-ES-ElviraNeural | es-ES | Female
es-US-AlonsoNeural | es-US | Male
es-US-PalomaNeural | es-US | Female
es-UY-MateoNeural | es-UY | Male
es-UY-ValentinaNeural | es-UY | Female
es-VE-PaolaNeural | es-VE | Female
es-VE-SebastianNeural | es-VE | Male
su-ID-JajangNeural | su-ID | Male
su-ID-TutiNeural | su-ID | Female
sw-KE-RafikiNeural | sw-KE | Male
sw-KE-ZuriNeural | sw-KE | Female
sw-TZ-DaudiNeural | sw-TZ | Male
sw-TZ-RehemaNeural | sw-TZ | Female
sv-SE-MattiasNeural | sv-SE | Male
sv-SE-SofieNeural | sv-SE | Female
ta-IN-PallaviNeural | ta-IN | Female
ta-IN-ValluvarNeural | ta-IN | Male
ta-MY-KaniNeural | ta-MY | Female
ta-MY-SuryaNeural | ta-MY | Male
ta-SG-AnbuNeural | ta-SG | Male
ta-SG-VenbaNeural | ta-SG | Female
ta-LK-KumarNeural | ta-LK | Male
ta-LK-SaranyaNeural | ta-LK | Female
te-IN-MohanNeural | te-IN | Male
te-IN-ShrutiNeural | te-IN | Female
th-TH-NiwatNeural | th-TH | Male
th-TH-PremwadeeNeural | th-TH | Female
tr-TR-EmelNeural | tr-TR | Female
tr-TR-AhmetNeural | tr-TR | Male
uk-UA-OstapNeural | uk-UA | Male
uk-UA-PolinaNeural | uk-UA | Female
ur-IN-GulNeural | ur-IN | Female
ur-IN-SalmanNeural | ur-IN | Male
ur-PK-AsadNeural | ur-PK | Male
ur-PK-UzmaNeural | ur-PK | Female
uz-UZ-MadinaNeural | uz-UZ | Female
uz-UZ-SardorNeural | uz-UZ | Male
vi-VN-HoaiMyNeural | vi-VN | Female
vi-VN-NamMinhNeural | vi-VN | Male
cy-GB-AledNeural | cy-GB | Male
cy-GB-NiaNeural | cy-GB | Female
zu-ZA-ThandoNeural | zu-ZA | Female
zu-ZA-ThembaNeural | zu-ZA | Male
